GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,21600244,14,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,47,Made Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-238,70,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,28,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,14,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-73,129,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-165,267,1,0,20161126,GSW,MIN
Shot Chart Detail,21600244,73,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,14,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,96,21,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,75,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,41,Made Shot,Driving Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,31,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-187,200,1,0,20161126,GSW,MIN
Shot Chart Detail,21600244,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,57,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,87,31,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,96,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,30,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,23,1,0,20161126,GSW,MIN
Shot Chart Detail,21600244,258,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-142,249,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,273,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,180,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,282,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,49,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,148,11,1,0,20161126,GSW,MIN
Shot Chart Detail,21600244,314,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,55,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,4,85,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,320,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,9,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,18,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,329,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,16,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,26,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,333,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-106,272,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,336,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-78,259,1,0,20161126,GSW,MIN
Shot Chart Detail,21600244,412,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,16,1,1,20161126,GSW,MIN
Shot Chart Detail,21600244,426,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-30,262,1,0,20161126,GSW,MIN
Shot Chart Detail,21600259,10,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,170,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,82,242,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,68,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,191,188,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,102,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,33,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-169,213,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,181,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,57,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-24,190,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,190,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,156,228,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,204,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,205,169,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,257,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,9,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,4,36,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,119,120,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,331,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,104,228,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,18,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,2,252,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,468,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,33,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,501,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,6,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-93,49,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,516,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,29,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-4,46,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,520,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-163,229,1,1,20161128,GSW,ATL
Shot Chart Detail,21600259,547,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,25,264,1,0,20161128,GSW,ATL
Shot Chart Detail,21600259,557,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-104,249,1,0,20161128,GSW,ATL
Shot Chart Detail,21600281,5,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,48,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-45,115,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-66,249,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,188,201939,Stephen Curry,1610612744,Golden State Warriors,2,6,56,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-179,223,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,290,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-9,121,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,325,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,151,247,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,348,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,15,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,228,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,357,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,27,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,360,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,372,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-84,262,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,400,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,47,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,57,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,405,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,40,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,145,124,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,468,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,269,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,509,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,184,164,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,528,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,46,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,16,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,538,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,49,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,110,169,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,540,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,252,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,580,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,45,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-14,18,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,586,201939,Stephen Curry,1610612744,Golden State Warriors,5,4,11,Made Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,227,75,1,1,20161201,GSW,HOU
Shot Chart Detail,21600281,601,201939,Stephen Curry,1610612744,Golden State Warriors,5,2,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,128,218,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,605,201939,Stephen Curry,1610612744,Golden State Warriors,5,1,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,79,237,1,0,20161201,GSW,HOU
Shot Chart Detail,21600281,641,201939,Stephen Curry,1610612744,Golden State Warriors,6,4,7,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,13,1,0,20161201,GSW,HOU
Shot Chart Detail,21600299,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,14,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,97,159,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,100,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,193,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,121,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,38,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,61,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,135,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,2,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,4,126,1,0,20161203,GSW,PHX
Shot Chart Detail,21600299,188,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,69,267,1,0,20161203,GSW,PHX
Shot Chart Detail,21600299,230,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,28,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,13,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,255,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-112,237,1,0,20161203,GSW,PHX
Shot Chart Detail,21600299,272,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,14,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,283,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-204,154,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,314,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,154,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,327,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,46,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,92,41,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,5,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-29,80,1,0,20161203,GSW,PHX
Shot Chart Detail,21600299,355,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,115,237,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,36,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-7,51,1,1,20161203,GSW,PHX
Shot Chart Detail,21600299,383,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,2,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,9,93,34,1,0,20161203,GSW,PHX
Shot Chart Detail,21600314,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,25,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,145,218,1,1,20161205,GSW,IND
Shot Chart Detail,21600314,107,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,41,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-27,36,1,0,20161205,GSW,IND
Shot Chart Detail,21600314,117,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,40,254,1,0,20161205,GSW,IND
Shot Chart Detail,21600314,124,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,76,247,1,0,20161205,GSW,IND
Shot Chart Detail,21600314,128,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,55,-191,516,1,0,20161205,GSW,IND
Shot Chart Detail,21600314,223,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,232,65,1,0,20161205,GSW,IND
Shot Chart Detail,21600314,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,2,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,16,1,1,20161205,GSW,IND
Shot Chart Detail,21600314,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,29,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,21,1,1,20161205,GSW,IND
Shot Chart Detail,21600314,260,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,10,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,1,20161205,GSW,IND
Shot Chart Detail,21600314,317,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,81,257,1,0,20161205,GSW,IND
Shot Chart Detail,21600330,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,32,-47,321,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,57,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,6,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,2,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,84,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,17,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,11,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,87,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,42,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-165,111,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,97,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,21,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,3,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,106,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,18,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,213,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,38,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,232,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,35,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-132,210,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,279,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Running Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,64,164,626,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,316,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,56,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,3,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,323,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,5,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,223,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,328,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,47,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,8,1,1,20161207,LAC,GSW
Shot Chart Detail,21600330,386,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-160,223,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,424,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,38,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-1,116,1,0,20161207,LAC,GSW
Shot Chart Detail,21600330,531,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-94,247,1,0,20161207,LAC,GSW
Shot Chart Detail,21600335,24,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,115,223,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,29,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,27,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,21,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,29,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,23,-217,90,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,77,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,55,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-102,178,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,98,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,23,-73,228,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,114,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,220,115,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,240,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,194,208,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,266,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,21,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-81,11,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,291,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,36,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,0,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,317,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,28,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-91,185,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,339,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,59,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,3,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,45,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,125,213,1,1,20161208,UTA,GSW
Shot Chart Detail,21600335,367,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,25,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,13,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,447,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,102,169,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,460,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,26,Missed Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-225,80,1,0,20161208,UTA,GSW
Shot Chart Detail,21600335,492,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,19,2,1,1,20161208,UTA,GSW
Shot Chart Detail,21600351,41,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-53,252,1,0,20161210,MEM,GSW
Shot Chart Detail,21600351,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,-1,1,1,20161210,MEM,GSW
